Depth_m,Distance_to_Shore,Turbidity,Windspeed,Cyclone_Frequency,Temperature_Maximum,SSTA_DHW,Percent_Bleaching
6.7,1195.05,0.0787,5.0,45.94,305.94,0.0,1.0
12.0,951.61,0.0592,6.0,50.14,305.6,2.31,1.0
12.0,951.61,0.0592,6.0,50.14,305.6,2.31,1.0
4.5,364.56,0.0773,3.0,48.45,305.75,3.34,1.0
4.5,364.56,0.0773,3.0,48.45,305.75,3.34,1.0
5.0,233.31,0.0733,9.0,59.26,306.04,3.61,1.0
5.0,233.31,0.0733,9.0,59.26,306.04,3.61,1.0
16.7,4958.78,0.0532,4.0,54.69,305.6,1.41,1.0
16.7,4958.78,0.0532,4.0,54.69,305.6,1.41,1.0
16.0,162.89,0.028,7.0,48.93,304.34,1.09,1.0
16.0,162.89,0.028,7.0,48.93,304.34,1.09,1.0
4.0,50.35,0.0829,4.0,46.33,302.77,2.77,1.0
4.0,50.35,0.0829,4.0,46.33,302.77,2.77,1.0
5.0,3818.01,0.1494,3.0,49.09,302.54,0.0,1.0
5.0,3818.01,0.1494,3.0,49.09,302.54,0.0,1.0
3.0,3804.73,0.1057,6.0,49.8,305.89,3.53,1.0
3.0,3804.73,0.1057,6.0,49.8,305.89,3.53,1.0
5.0,91.85,0.0888,4.0,49.88,306.78,21.87,1.0
5.0,91.85,0.0888,4.0,49.88,306.78,21.87,1.0
4.0,2674.72,0.1491,3.0,49.94,306.85,0.0,1.0
4.0,2674.72,0.1491,3.0,49.94,306.85,0.0,1.0
3.9,34.6,0.3187,6.0,53.46,305.38,0.0,1.0
3.9,34.6,0.3187,6.0,53.46,305.38,0.0,1.0
3.0,188.58,0.3318,7.0,55.21,310.92,3.92,1.0
3.0,188.58,0.3318,7.0,55.21,310.92,3.92,1.0
2.0,27.82,0.2481,7.0,52.89,305.82,1.01,1.0
2.0,27.82,0.2481,7.0,52.89,305.82,1.01,1.0
5.5,307.65,0.2336,5.0,51.76,305.27,7.63,1.0
5.5,307.65,0.2336,5.0,51.76,305.27,7.63,1.0
5.5,123.98,0.237,8.0,51.76,305.27,4.7,1.0
5.5,123.98,0.237,8.0,51.76,305.27,4.7,1.0
12.0,18.58,0.0802,6.0,52.93,304.7,6.72,1.0
12.0,18.58,0.0802,6.0,52.93,304.7,6.72,1.0
8.0,496.64,0.031,8.0,76.18,305.77,0.0,1.0
8.0,496.64,0.031,8.0,76.18,305.77,0.0,1.0
10.0,200.86,0.0313,5.0,56.52,304.66,0.0,1.0
10.0,200.86,0.0313,5.0,56.52,304.66,0.0,1.0
10.0,367.57,0.0345,5.0,59.66,303.7,9.49,1.0
10.0,367.57,0.0345,5.0,59.66,303.7,9.49,1.0
13.0,402.5,0.046,7.0,45.37,306.67,0.0,1.0
13.0,402.5,0.046,7.0,45.37,306.67,0.0,1.0
9.5,36.77,0.0424,7.0,47.94,302.73,4.98,1.0
9.5,36.77,0.0424,7.0,47.94,302.73,4.98,1.0
8.3,19.16,0.0395,5.0,47.93,302.25,2.57,1.0
8.3,19.16,0.0395,5.0,47.93,302.25,2.57,1.0
9.3,92.39,0.0616,5.0,47.94,302.98,2.84,1.0
9.3,92.39,0.0616,5.0,47.94,302.98,2.84,1.0
6.0,31.89,0.0353,5.0,47.94,302.15,2.26,1.0
6.0,31.89,0.0353,5.0,47.94,302.15,2.26,1.0
9.5,31.89,0.0353,5.0,47.94,302.15,2.26,1.0
9.5,31.89,0.0353,5.0,47.94,302.15,2.26,1.0
8.0,2227.71,0.0452,4.0,40.0,304.36,1.64,1.0
8.0,2227.71,0.0452,4.0,40.0,304.36,1.64,1.0
10.0,33.04,0.0474,5.0,57.97,303.6,12.6,1.0
10.0,33.04,0.0474,5.0,57.97,303.6,12.6,1.0
5.0,397.14,0.0472,6.0,57.97,303.6,8.07,1.0
5.0,397.14,0.0472,6.0,57.97,303.6,8.07,1.0
5.0,148.9,0.0517,4.0,53.26,304.01,0.0,1.0
5.0,148.9,0.0517,4.0,53.26,304.01,0.0,1.0
5.0,689.01,0.0656,5.0,53.53,304.32,0.0,1.0
5.0,689.01,0.0656,5.0,53.53,304.32,0.0,1.0
6.5,1511.78,0.0605,3.0,50.73,304.5,1.47,1.0
6.5,1511.78,0.0605,3.0,50.73,304.5,1.47,1.0
3.0,156.96,0.0752,8.0,40.58,304.66,1.74,1.0
3.0,156.96,0.0752,8.0,40.58,304.66,1.74,1.0
10.0,6916.92,0.0686,4.0,19.86,304.83,4.66,1.0
10.0,6916.92,0.0686,4.0,19.86,304.83,4.66,1.0
5.0,125.11,0.0715,7.0,42.91,304.5,2.25,1.0
5.0,125.11,0.0715,7.0,42.91,304.5,2.25,1.0
1.5,125.11,0.0715,7.0,42.91,304.5,2.25,1.0
1.5,125.11,0.0715,7.0,42.91,304.5,2.25,1.0
17.0,3028.11,0.0561,5.0,38.54,304.38,9.26,1.0
17.0,3028.11,0.0561,5.0,38.54,304.38,9.26,1.0
3.5,148.01,0.0422,5.0,47.31,304.54,0.0,1.0
3.5,148.01,0.0422,5.0,47.31,304.54,0.0,1.0
3.0,148.01,0.0422,3.0,47.31,304.54,9.23,1.0
3.0,148.01,0.0422,3.0,47.31,304.54,9.23,1.0
10.0,2587.75,0.0395,5.0,46.25,304.17,5.94,1.0
10.0,2587.75,0.0395,5.0,46.25,304.17,5.94,1.0
10.0,1718.44,0.047,4.0,46.25,304.17,1.1,1.0
10.0,1718.44,0.047,4.0,46.25,304.17,1.1,1.0
13.0,655.61,0.0355,8.0,63.95,303.54,1.11,1.0
13.0,655.61,0.0355,8.0,63.95,303.54,1.11,1.0
13.0,655.61,0.0355,11.0,63.95,303.54,3.72,1.0
13.0,655.61,0.0355,11.0,63.95,303.54,3.72,1.0
1.0,87.37,0.0244,6.0,49.92,304.41,1.24,1.0
1.0,87.37,0.0244,6.0,49.92,304.41,1.24,1.0
2.0,572.19,0.0282,3.0,49.88,304.5,0.0,1.0
2.0,572.19,0.0282,3.0,49.88,304.5,0.0,1.0
1.2,365.35,0.0261,6.0,52.33,304.14,1.44,1.0
1.2,365.35,0.0261,6.0,52.33,304.14,1.44,1.0
7.5,436.06,0.0262,5.0,52.55,304.45,0.0,1.0
7.5,436.06,0.0262,5.0,52.55,304.45,0.0,1.0
10.0,256.4,0.0516,5.0,46.84,304.07,0.0,1.0
10.0,256.4,0.0516,5.0,46.84,304.07,0.0,1.0
4.0,256.4,0.0516,5.0,46.84,304.07,0.0,1.0
4.0,256.4,0.0516,5.0,46.84,304.07,0.0,1.0
5.0,371.98,0.0268,5.0,48.35,304.52,0.0,1.0
5.0,371.98,0.0268,5.0,48.35,304.52,0.0,1.0
10.0,371.98,0.0268,5.0,48.35,304.52,0.0,1.0
10.0,371.98,0.0268,5.0,48.35,304.52,0.0,1.0
4.0,236.34,0.0428,3.0,50.09,305.84,0.0,1.0
4.0,236.34,0.0428,3.0,50.09,305.84,0.0,1.0
12.0,2603.48,0.0787,8.0,49.45,305.55,3.48,1.0
12.0,2603.48,0.0787,8.0,49.45,305.55,3.48,1.0
11.0,2603.48,0.0787,6.0,49.45,305.55,2.53,1.0
11.0,2603.48,0.0787,6.0,49.45,305.55,2.53,1.0
13.0,146.42,0.0603,6.0,49.45,305.42,0.0,1.0
13.0,146.42,0.0603,6.0,49.45,305.42,0.0,1.0
13.0,79.76,0.0602,6.0,49.45,305.33,2.19,1.0
4.0,244.71,0.0458,6.0,46.95,305.04,1.14,1.0
4.0,244.71,0.0458,6.0,46.95,305.04,1.14,1.0
8.0,158.91,0.0442,2.0,47.39,305.47,0.0,1.0
8.0,158.91,0.0442,2.0,47.39,305.47,0.0,1.0
10.0,1451.71,0.0539,4.0,49.38,305.51,0.0,1.0
10.0,1451.71,0.0539,4.0,49.38,305.51,0.0,1.0
5.0,1151.16,0.0698,6.0,49.69,306.35,0.0,1.0
5.0,1151.16,0.0698,6.0,49.69,306.35,0.0,1.0
6.0,45.54,0.032,1.0,47.04,306.32,1.48,1.0
6.0,45.54,0.032,1.0,47.04,306.32,1.48,1.0
10.0,250.06,0.0457,1.0,53.2,305.26,0.0,1.0
10.0,250.06,0.0457,1.0,53.2,305.26,0.0,1.0
10.0,403.15,0.0635,4.0,49.38,304.73,0.0,1.0
10.0,403.15,0.0635,4.0,49.38,304.73,0.0,1.0
10.0,1873.18,0.0464,5.0,49.69,305.95,0.0,1.0
10.0,1873.18,0.0464,5.0,49.69,305.95,0.0,1.0
10.0,23.48,0.032,5.0,47.04,306.32,8.03,1.0
10.0,23.48,0.032,5.0,47.04,306.32,8.03,1.0
3.0,277.61,0.0467,2.0,53.2,305.4,0.35,1.0
3.0,277.61,0.0467,2.0,53.2,305.4,0.35,1.0
12.0,179.84,0.0613,2.0,54.81,304.51,3.5,1.0
12.0,179.84,0.0613,2.0,54.81,304.51,3.5,1.0
6.0,496.65,0.0613,2.0,54.86,304.91,2.43,1.0
6.0,496.65,0.0613,2.0,54.86,304.91,2.43,1.0
3.0,3680.74,0.065,4.0,46.5,306.58,0.0,1.0
5.0,71.08,0.0374,4.0,47.04,306.32,4.5,1.0
5.0,71.08,0.0374,4.0,47.04,306.32,4.5,1.0
3.0,908.85,0.1672,3.0,46.31,308.53,2.95,1.0
3.0,908.85,0.1672,3.0,46.31,308.53,2.95,1.0
3.0,940.91,0.1672,3.0,46.31,308.53,1.58,1.0
3.0,940.91,0.1672,3.0,46.31,308.53,1.58,1.0
6.0,34300.42,0.0834,5.0,64.44,305.6,8.82,1.0
6.0,34300.42,0.0834,5.0,64.44,305.6,8.82,1.0
8.5,21.08,0.0301,6.0,62.35,305.02,1.1,1.0
8.5,21.08,0.0301,6.0,62.35,305.02,1.1,1.0
8.0,119.06,0.0271,4.0,60.35,305.01,5.88,1.0
8.0,119.06,0.0271,4.0,60.35,305.01,5.88,1.0
7.0,788.53,0.0343,7.0,58.72,304.53,2.41,1.0
7.0,788.53,0.0343,7.0,58.72,304.53,2.41,1.0
9.0,654.49,0.0263,6.0,58.02,307.95,2.82,1.0
9.0,654.49,0.0263,6.0,58.02,307.95,2.82,1.0
8.0,156.26,0.0645,6.0,92.3,305.25,0.0,1.0
8.0,156.26,0.0645,6.0,92.3,305.25,0.0,1.0
6.0,156.26,0.0645,6.0,92.3,305.25,0.0,1.0
6.0,156.26,0.0645,6.0,92.3,305.25,0.0,1.0
8.0,84.48,0.0265,6.0,61.94,304.82,1.42,1.0
8.0,84.48,0.0265,6.0,61.94,304.82,1.42,1.0
3.0,486.89,0.0472,4.0,60.72,304.75,2.8,1.0
3.0,486.89,0.0472,4.0,60.72,304.75,2.8,1.0
10.0,44.23,0.0492,4.0,60.72,304.75,3.71,1.0
10.0,44.23,0.0492,4.0,60.72,304.75,3.71,1.0
10.0,364.43,0.0277,6.0,64.8,304.6,0.0,1.0
10.0,364.43,0.0277,6.0,64.8,304.6,0.0,1.0
10.0,651.04,0.0244,7.0,67.22,304.36,0.57,1.0
10.0,651.04,0.0244,7.0,67.22,304.36,0.57,1.0
12.0,2761.87,0.1085,7.0,39.52,305.11,0.0,1.0
12.0,2761.87,0.1085,7.0,39.52,305.11,0.0,1.0
7.0,163.34,0.0562,2.0,49.43,304.93,1.23,1.0
7.0,163.34,0.0562,2.0,49.43,304.93,1.23,1.0
6.0,81.85,0.057,2.0,49.48,305.66,1.91,1.0
6.0,81.85,0.057,2.0,49.48,305.66,1.91,1.0
5.0,90.82,0.0524,4.0,49.59,305.45,9.79,1.0
5.0,90.82,0.0524,4.0,49.59,305.45,9.79,1.0
9.0,414.98,0.1022,2.0,54.38,305.2,5.09,1.0
9.0,414.98,0.1022,2.0,54.38,305.2,5.09,1.0
10.0,237.19,0.113,3.0,54.46,305.41,2.54,1.0
10.0,237.19,0.113,3.0,54.46,305.41,2.54,1.0
7.5,158.74,0.0782,1.0,49.78,306.34,11.06,1.0
7.5,158.74,0.0782,1.0,49.78,306.34,11.06,1.0
8.5,36.33,0.0782,1.0,49.78,306.34,11.06,1.0
8.5,36.33,0.0782,1.0,49.78,306.34,11.06,1.0
6.0,196.52,0.0782,1.0,49.78,306.34,11.06,1.0
6.0,196.52,0.0782,1.0,49.78,306.34,11.06,1.0
5.0,68.56,0.056,2.0,49.63,306.01,2.22,1.0
5.0,68.56,0.056,2.0,49.63,306.01,2.22,1.0
5.5,88.97,0.0505,2.0,49.62,305.7,3.56,1.0
5.5,88.97,0.0505,2.0,49.62,305.7,3.56,1.0
11.5,269.49,0.0734,1.0,49.54,305.6,1.4,1.0
11.5,269.49,0.0734,1.0,49.54,305.6,1.4,1.0
5.7,95.71,0.052,1.0,49.54,306.25,1.47,1.0
5.7,95.71,0.052,1.0,49.54,306.25,1.47,1.0
12.0,4877.41,0.057,4.0,54.44,305.54,3.46,1.0
12.0,4877.41,0.057,4.0,54.44,305.54,3.46,1.0
6.0,183.49,0.1289,3.0,53.85,306.2,3.03,1.0
6.0,183.49,0.1289,3.0,53.85,306.2,3.03,1.0
7.0,1210.42,0.1289,3.0,53.85,306.05,9.7,1.0
7.0,1210.42,0.1289,3.0,53.85,306.05,9.7,1.0
5.1,41.16,0.0513,2.0,49.82,305.52,1.14,1.0
5.1,41.16,0.0513,2.0,49.82,305.52,1.14,1.0
12.0,120.15,0.0502,3.0,49.62,305.7,0.0,1.0
12.0,120.15,0.0502,3.0,49.62,305.7,0.0,1.0
8.0,13.81,0.0502,2.0,49.62,305.7,3.56,1.0
8.0,13.81,0.0502,2.0,49.62,305.7,3.56,1.0
6.0,23.87,0.0676,1.0,49.54,306.3,1.31,1.0
6.0,23.87,0.0676,1.0,49.54,306.3,1.31,1.0
5.0,25.77,0.1711,2.0,53.8,306.06,8.1,1.0
5.0,25.77,0.1711,2.0,53.8,306.06,8.1,1.0
10.7,5153.67,0.057,4.0,54.44,305.54,5.25,1.0
10.7,5153.67,0.057,4.0,54.44,305.54,5.25,1.0
5.0,239.45,0.0768,2.0,54.05,306.32,1.62,1.0
5.0,239.45,0.0768,2.0,54.05,306.32,1.62,1.0
12.0,2066.54,0.0528,5.0,42.47,305.0,9.07,1.0
12.0,2066.54,0.0528,5.0,42.47,305.0,9.07,1.0
9.0,588.01,0.0832,3.0,42.45,305.73,5.76,1.0
9.0,588.01,0.0832,3.0,42.45,305.73,5.76,1.0
9.0,705.73,0.0809,5.0,42.35,305.08,1.05,1.0
9.0,705.73,0.0809,5.0,42.35,305.08,1.05,1.0
5.0,705.73,0.0809,5.0,42.35,305.08,1.05,1.0
5.0,705.73,0.0809,5.0,42.35,305.08,1.05,1.0
12.0,2082.08,0.0528,7.0,42.47,305.0,3.32,1.0
12.0,2082.08,0.0528,7.0,42.47,305.0,3.32,1.0
3.0,1547.25,0.0675,4.0,42.44,305.69,3.99,1.0
3.0,1547.25,0.0675,4.0,42.44,305.69,3.99,1.0
5.0,2004.49,0.0751,6.0,42.44,305.17,6.52,1.0
5.0,2004.49,0.0751,6.0,42.44,305.17,6.52,1.0
2.5,192.78,0.0933,3.0,42.44,305.17,6.07,1.0
2.5,192.78,0.0933,3.0,42.44,305.17,6.07,1.0
10.0,56.48,0.0688,9.0,42.39,304.98,3.95,1.0
10.0,56.48,0.0688,9.0,42.39,304.98,3.95,1.0
15.0,38.97,0.0631,6.0,42.42,305.14,0.0,1.0
15.0,38.97,0.0631,6.0,42.42,305.14,0.0,1.0
10.0,32.79,0.0894,5.0,42.39,304.98,7.31,1.0
10.0,32.79,0.0894,5.0,42.39,304.98,7.31,1.0
10.0,1553.55,0.0828,5.0,42.35,304.67,1.0,1.0
10.0,1553.55,0.0828,5.0,42.35,304.67,1.0,1.0
11.5,402.36,0.0253,6.0,52.7,304.03,1.09,1.0
11.5,402.36,0.0253,6.0,52.7,304.03,1.09,1.0
6.0,5959.04,0.0637,8.0,55.2,303.54,0.0,1.0
6.0,5959.04,0.0637,8.0,55.2,303.54,0.0,1.0
6.0,5959.04,0.0637,4.0,55.2,303.54,9.16,1.0
6.0,5959.04,0.0637,4.0,55.2,303.54,9.16,1.0
6.0,92.5,0.0373,7.0,48.33,304.1,1.26,1.0
12.0,23.27,0.0381,9.0,48.33,304.1,0.0,1.0
12.0,23.27,0.0381,9.0,48.33,304.1,0.0,1.0
14.0,93.61,0.0435,9.0,48.33,303.72,1.89,1.0
14.0,93.61,0.0435,9.0,48.33,303.72,1.89,1.0
14.0,93.61,0.0435,9.0,48.33,303.72,1.89,1.0
13.0,84.82,0.0435,9.0,48.33,303.72,1.89,1.0
13.0,84.82,0.0435,9.0,48.33,303.72,1.89,1.0
10.0,125.64,0.044,8.0,54.42,303.79,1.7,1.0
10.0,125.64,0.044,8.0,54.42,303.79,1.7,1.0
4.0,133.95,0.2914,4.0,46.3,307.99,13.85,1.0
4.0,133.95,0.2914,4.0,46.3,307.99,13.85,1.0
8.5,26.55,0.1812,4.0,46.33,308.51,1.19,1.0
8.5,26.55,0.1812,4.0,46.33,308.51,1.19,1.0
10.0,153.06,0.1173,6.0,56.63,306.62,0.0,1.0
10.0,153.06,0.1173,6.0,56.63,306.62,0.0,1.0
6.0,153.06,0.1173,6.0,56.63,306.62,16.37,1.0
6.0,153.06,0.1173,6.0,56.63,306.62,16.37,1.0
6.0,202.49,0.0527,6.0,56.03,311.08,1.58,1.0
6.0,202.49,0.0527,6.0,56.03,311.08,1.58,1.0
9.0,202.49,0.0527,6.0,56.03,311.08,1.58,1.0
9.0,202.49,0.0527,6.0,56.03,311.08,1.58,1.0
10.0,137.71,0.047,7.0,56.3,310.78,1.0,1.0
10.0,137.71,0.047,7.0,56.3,310.78,1.0,1.0
4.0,668.31,0.0508,3.0,56.34,304.91,0.0,1.0
4.0,668.31,0.0508,3.0,56.34,304.91,0.0,1.0
11.0,576.34,0.0498,5.0,55.58,306.22,0.0,1.0
11.0,576.34,0.0498,5.0,55.58,306.22,0.0,1.0
6.0,138.97,0.0493,8.0,55.58,306.22,8.9,1.0
6.0,138.97,0.0493,8.0,55.58,306.22,8.9,1.0
10.0,2026.97,0.0503,3.0,55.58,306.69,7.97,1.0
10.0,2026.97,0.0503,3.0,55.58,306.69,7.97,1.0
11.0,380.3,0.0503,5.0,55.58,305.43,0.0,1.0
11.0,380.3,0.0503,5.0,55.58,305.43,0.0,1.0
10.0,380.3,0.0503,3.0,55.58,305.43,10.51,1.0
10.0,380.3,0.0503,3.0,55.58,305.43,10.51,1.0
6.0,238.89,0.0514,5.0,56.67,304.6,0.0,1.0
6.0,238.89,0.0514,5.0,56.67,304.6,0.0,1.0
9.0,253.65,0.0514,5.0,56.67,304.6,0.0,1.0
9.0,253.65,0.0514,5.0,56.67,304.6,0.0,1.0
12.0,391.46,0.0514,2.0,56.67,304.6,5.42,1.0
12.0,391.46,0.0514,2.0,56.67,304.6,5.42,1.0
12.0,117.38,0.0573,5.0,56.67,305.2,0.25,1.0
12.0,117.38,0.0573,5.0,56.67,305.2,0.25,1.0
6.0,36.9,0.0582,2.0,56.67,305.2,3.34,1.0
6.0,36.9,0.0582,2.0,56.67,305.2,3.34,1.0
6.0,36.9,0.0582,5.0,56.67,305.2,0.25,1.0
6.0,36.9,0.0582,5.0,56.67,305.2,0.25,1.0
12.0,105.9,0.0582,2.0,56.67,305.2,10.87,1.0
12.0,105.9,0.0582,2.0,56.67,305.2,10.87,1.0
12.0,61.32,0.0582,3.0,56.67,305.2,6.34,1.0
12.0,61.32,0.0582,3.0,56.67,305.2,6.34,1.0
9.0,88.27,0.1212,4.0,56.1,307.42,9.32,1.0
9.0,88.27,0.1212,4.0,56.1,307.42,9.32,1.0
12.0,167.14,0.1037,4.0,56.83,306.12,1.71,1.0
12.0,167.14,0.1037,4.0,56.83,306.12,1.71,1.0
6.0,386.89,0.0867,5.0,37.04,305.46,2.26,1.0
6.0,386.89,0.0867,5.0,37.04,305.46,2.26,1.0
6.0,485.97,0.3008,3.0,56.83,306.23,4.09,1.0
6.0,485.97,0.3008,3.0,56.83,306.23,4.09,1.0
10.5,720.07,0.1321,3.0,56.63,306.23,7.28,1.0
10.5,720.07,0.1321,3.0,56.63,306.23,7.28,1.0
5.3,131.59,0.0516,7.0,52.7,310.04,14.3,1.0
5.3,131.59,0.0516,7.0,52.7,310.04,14.3,1.0
6.0,95.11,0.1228,3.0,56.63,306.23,2.51,1.0
6.0,95.11,0.1228,3.0,56.63,306.23,2.51,1.0
6.0,95.11,0.1228,5.0,56.63,306.23,0.0,1.0
6.0,95.11,0.1228,5.0,56.63,306.23,0.0,1.0
10.0,500.16,0.0746,7.0,56.63,311.01,0.0,1.0
10.0,500.16,0.0746,7.0,56.63,311.01,0.0,1.0
5.3,500.16,0.0746,7.0,56.63,311.01,0.0,1.0
5.3,500.16,0.0746,7.0,56.63,311.01,0.0,1.0
4.5,135.71,0.1228,5.0,56.63,306.23,0.0,1.0
4.5,135.71,0.1228,5.0,56.63,306.23,0.0,1.0
10.0,524.25,0.0746,7.0,56.63,311.01,0.0,1.0
10.0,524.25,0.0746,7.0,56.63,311.01,0.0,1.0
6.0,137.06,0.1218,5.0,56.63,306.62,0.0,1.0
6.0,137.06,0.1218,5.0,56.63,306.62,0.0,1.0
4.0,148.36,0.1155,6.0,56.63,306.62,0.0,1.0
4.0,148.36,0.1155,6.0,56.63,306.62,0.0,1.0
7.0,148.36,0.1155,6.0,56.63,306.62,0.0,1.0
7.0,148.36,0.1155,6.0,56.63,306.62,0.0,1.0
10.0,148.36,0.1155,3.0,56.63,306.62,16.37,1.0
10.0,148.36,0.1155,3.0,56.63,306.62,16.37,1.0
4.0,556.35,0.0546,3.0,57.53,306.89,8.83,1.0
4.0,556.35,0.0546,3.0,57.53,306.89,8.83,1.0
3.0,996.49,0.0814,4.0,49.6,305.22,9.84,1.0
3.0,996.49,0.0814,4.0,49.6,305.22,9.84,1.0
6.0,72.83,0.057,10.0,57.84,306.45,0.0,1.0
6.0,72.83,0.057,10.0,57.84,306.45,0.0,1.0
4.0,127.51,0.0569,3.0,48.83,306.2,13.55,1.0
4.0,127.51,0.0569,3.0,48.83,306.2,13.55,1.0
6.0,460.66,0.062,3.0,55.33,305.73,7.77,1.0
6.0,460.66,0.062,3.0,55.33,305.73,7.77,1.0
6.0,438.3,0.0871,6.0,54.82,305.48,3.42,1.0
6.0,438.3,0.0871,6.0,54.82,305.48,3.42,1.0
4.6,438.3,0.0871,6.0,54.82,305.48,3.42,1.0
4.6,438.3,0.0871,6.0,54.82,305.48,3.42,1.0
4.0,246.79,0.0871,3.0,54.82,305.48,9.87,1.0
4.0,246.79,0.0871,3.0,54.82,305.48,9.87,1.0
4.0,110.89,0.0871,3.0,54.82,305.86,4.76,1.0
4.0,110.89,0.0871,3.0,54.82,305.86,4.76,1.0
8.0,804.0,0.0845,6.0,54.82,305.95,4.18,1.0
8.0,804.0,0.0845,6.0,54.82,305.95,4.18,1.0
8.7,804.0,0.0845,6.0,54.82,305.95,4.18,1.0
8.7,804.0,0.0845,6.0,54.82,305.95,4.18,1.0
7.0,500.52,0.0845,6.0,54.82,305.95,4.18,1.0
7.0,500.52,0.0845,6.0,54.82,305.95,4.18,1.0
6.0,432.21,0.0693,3.0,54.8,305.43,10.88,1.0
6.0,432.21,0.0693,3.0,54.8,305.43,10.88,1.0
7.0,103.01,0.0703,3.0,55.88,305.6,9.78,1.0
7.0,103.01,0.0703,3.0,55.88,305.6,9.78,1.0
3.0,383.81,0.0398,9.0,53.18,304.01,0.67,1.0
3.0,383.81,0.0398,9.0,53.18,304.01,0.67,1.0
10.0,383.81,0.0398,9.0,53.18,304.01,0.0,1.0
10.0,383.81,0.0398,9.0,53.18,304.01,0.0,1.0
3.0,383.81,0.0398,9.0,53.18,304.01,0.0,1.0
3.0,383.81,0.0398,9.0,53.18,304.01,0.0,1.0
10.0,383.81,0.0398,9.0,53.18,304.01,0.67,1.0
10.0,383.81,0.0398,9.0,53.18,304.01,0.67,1.0
3.0,10.55,0.0628,6.0,50.92,304.19,1.17,1.0
3.0,10.55,0.0628,6.0,50.92,304.19,1.17,1.0
10.0,166.35,0.0549,8.0,59.1,304.72,3.48,1.0
10.0,166.35,0.0549,8.0,59.1,304.72,3.48,1.0
5.0,68.13,0.0893,6.0,58.41,303.73,8.19,1.0
5.0,68.13,0.0893,6.0,58.41,303.73,8.19,1.0
10.0,68.13,0.0893,6.0,58.41,303.73,8.19,1.0
10.0,68.13,0.0893,6.0,58.41,303.73,8.19,1.0
2.5,219.97,0.0659,6.0,41.99,306.14,0.0,1.0
2.5,219.97,0.0659,6.0,41.99,306.14,0.0,1.0
3.0,47.29,0.2162,5.0,48.01,305.95,0.0,1.0
3.0,47.29,0.2162,5.0,48.01,305.95,0.0,1.0
5.0,91.03,0.0598,2.0,49.94,306.92,1.19,1.0
5.0,91.03,0.0598,2.0,49.94,306.92,1.19,1.0
10.0,89.77,0.0633,5.0,49.43,305.1339739603011,1.35,1.0
10.0,89.77,0.0633,5.0,49.43,305.1339739603011,1.35,1.0
8.5,109.09,0.0568,2.0,50.27,306.89,15.27,1.0
8.5,109.09,0.0568,2.0,50.27,306.89,15.27,1.0
4.5,109.09,0.0568,4.0,50.27,306.89,0.0,1.0
4.5,109.09,0.0568,4.0,50.27,306.89,0.0,1.0
8.5,109.09,0.0568,5.0,50.27,306.89,3.79,1.0
8.5,109.09,0.0568,5.0,50.27,306.89,3.79,1.0
4.5,109.09,0.0568,7.0,50.27,306.89,8.8,1.0
4.5,109.09,0.0568,7.0,50.27,306.89,8.8,1.0
7.0,1323.64,0.1054,2.0,50.06,306.5,4.38,1.0
7.0,1323.64,0.1054,2.0,50.06,306.5,4.38,1.0
11.0,10205.41,0.0527,3.0,60.51,305.52,2.31,1.0
11.0,10205.41,0.0527,3.0,60.51,305.52,2.31,1.0
10.6,73.71,0.0578,5.0,85.57,303.67,0.0,1.0
10.6,73.71,0.0578,5.0,85.57,303.67,0.0,1.0
10.0,21.81,0.0244,4.0,42.92,302.28,0.0,1.0
10.0,21.81,0.0244,4.0,42.92,302.28,0.0,1.0
3.3,47.23,0.026,7.0,40.04,302.89,0.0,1.0
3.3,47.23,0.026,7.0,40.04,302.89,0.0,1.0
1.5,525.16,0.0501,7.0,39.62,301.71,0.0,1.0
1.5,525.16,0.0501,7.0,39.62,301.71,0.0,1.0
1.5,380.89,0.042,5.0,38.93,301.54,2.17,1.0
1.5,380.89,0.042,5.0,38.93,301.54,2.17,1.0
12.5,8480.38,0.1005,2.0,60.51,305.26,4.03,1.0
12.5,8480.38,0.1005,2.0,60.51,305.26,4.03,1.0
5.7,8600.85,0.0527,2.0,60.51,305.26,4.03,1.0
5.7,8600.85,0.0527,2.0,60.51,305.26,4.03,1.0
9.2,10087.49,0.0527,3.0,60.51,305.52,3.16,1.0
9.2,10087.49,0.0527,3.0,60.51,305.52,3.16,1.0
2.0,295.73,0.0293,8.0,38.37,304.92,0.0,1.0
2.0,295.73,0.0293,8.0,38.37,304.92,0.0,1.0
3.0,897.7,0.023,5.0,49.83,304.99,2.16,1.0
3.0,897.7,0.023,5.0,49.83,304.99,2.16,1.0
6.9,13943.82,0.0631,5.0,49.63,305.29,1.84,1.0
6.9,13943.82,0.0631,5.0,49.63,305.29,1.84,1.0
2.7,13943.82,0.0631,5.0,49.63,305.29,1.84,1.0
2.7,13943.82,0.0631,5.0,49.63,305.29,1.84,1.0
2.7,773.02,0.0706,4.0,49.61,305.1,2.49,1.0
2.7,773.02,0.0706,4.0,49.61,305.1,2.49,1.0
4.8,4831.0,0.1562,5.0,58.42,306.3,0.0,1.0
10.0,731.24,0.0232,8.0,53.15,304.42,0.0,1.0
10.0,731.24,0.0232,8.0,53.15,304.42,0.0,1.0
12.0,956.16,0.0635,8.0,35.1,305.74,2.82,1.0
12.0,956.16,0.0635,8.0,35.1,305.74,2.82,1.0
