Depth_m,Distance_to_Shore,Turbidity,Windspeed,Cyclone_Frequency,Temperature_Maximum,SSTA_DHW,Percent_Bleaching
7.3,76.78,0.256,4.0,41.4,305.11,3.99,0.0
5.0,76.78,0.256,8.0,41.4,305.11,5.05,0.0
5.0,76.78,0.256,8.0,41.4,305.11,5.05,0.0
13.0,76.78,0.256,7.0,41.4,305.11,6.12,0.0
13.0,76.78,0.256,7.0,41.4,305.11,6.12,0.0
11.7,76.78,0.256,3.0,41.4,305.11,0.0,0.0
11.7,76.78,0.256,3.0,41.4,305.11,0.0,0.0
5.0,76.78,0.256,4.0,41.4,305.11,1.17,0.0
5.0,76.78,0.256,4.0,41.4,305.11,1.17,0.0
5.0,76.78,0.256,4.0,41.4,305.11,0.0,0.0
5.0,76.78,0.256,4.0,41.4,305.11,0.0,0.0
5.0,76.78,0.256,3.0,41.4,305.11,1.26,0.0
5.0,76.78,0.256,3.0,41.4,305.11,1.26,0.0
1.5,76.78,0.256,7.0,41.4,305.11,1.83,0.0
1.5,76.78,0.256,7.0,41.4,305.11,1.83,0.0
5.0,76.78,0.256,7.0,41.4,305.11,1.83,0.0
5.0,76.78,0.256,7.0,41.4,305.11,1.83,0.0
1.0,76.78,0.256,6.0,41.4,305.11,0.0,0.0
1.0,76.78,0.256,6.0,41.4,305.11,0.0,0.0
2.7,76.78,0.256,9.0,41.4,305.11,1.19,0.0
2.7,76.78,0.256,9.0,41.4,305.11,1.19,0.0
3.0,76.78,0.256,7.0,41.4,305.11,5.05,0.0
3.0,76.78,0.256,7.0,41.4,305.11,5.05,0.0
4.0,94.71,0.256,7.0,41.4,305.11,4.03,0.0
4.0,94.71,0.256,7.0,41.4,305.11,4.03,0.0
3.5,94.71,0.256,8.0,41.4,305.11,1.83,0.0
3.5,94.71,0.256,8.0,41.4,305.11,1.83,0.0
3.0,94.71,0.256,6.0,41.4,305.11,0.0,0.0
3.0,94.71,0.256,6.0,41.4,305.11,0.0,0.0
7.5,94.71,0.256,6.0,41.4,305.11,0.0,0.0
7.5,94.71,0.256,6.0,41.4,305.11,0.0,0.0
5.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
5.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
10.0,131.05,0.0497,7.0,45.12,304.55,5.96,0.0
10.0,131.05,0.0497,7.0,45.12,304.55,5.96,0.0
5.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
5.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
10.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
10.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
10.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
10.0,131.05,0.0497,5.0,45.12,304.55,0.0,0.0
10.0,131.05,0.0497,7.0,45.12,304.55,3.83,0.0
10.0,131.05,0.0497,7.0,45.12,304.55,3.83,0.0
5.0,131.05,0.0497,7.0,45.12,304.55,3.83,0.0
5.0,131.05,0.0497,7.0,45.12,304.55,3.83,0.0
5.0,131.05,0.0497,7.0,45.12,304.55,5.96,0.0
5.0,131.05,0.0497,7.0,45.12,304.55,5.96,0.0
10.0,131.05,0.0497,5.0,45.12,304.55,3.28,0.0
10.0,131.05,0.0497,5.0,45.12,304.55,3.28,0.0
5.0,159.16,0.052,6.0,45.12,304.42,5.44,0.0
5.0,159.16,0.052,6.0,45.12,304.42,5.44,0.0
10.0,159.16,0.052,6.0,45.12,304.42,1.2,0.0
10.0,159.16,0.052,6.0,45.12,304.42,1.2,0.0
5.0,159.16,0.052,6.0,45.12,304.42,1.2,0.0
5.0,159.16,0.052,6.0,45.12,304.42,1.2,0.0
10.0,159.16,0.052,6.0,45.12,304.42,0.0,0.0
10.0,159.16,0.052,6.0,45.12,304.42,0.0,0.0
10.0,159.16,0.052,6.0,45.12,304.42,5.44,0.0
10.0,159.16,0.052,6.0,45.12,304.42,5.44,0.0
10.0,159.16,0.052,5.0,45.12,304.42,0.0,0.0
10.0,159.16,0.052,5.0,45.12,304.42,0.0,0.0
5.0,159.16,0.052,5.0,45.12,304.42,0.0,0.0
5.0,159.16,0.052,5.0,45.12,304.42,0.0,0.0
10.0,159.16,0.052,6.0,45.12,304.42,6.97,0.0
10.0,159.16,0.052,6.0,45.12,304.42,6.97,0.0
5.0,159.16,0.052,6.0,45.12,304.42,6.97,0.0
5.0,159.16,0.052,6.0,45.12,304.42,6.97,0.0
5.0,159.16,0.052,6.0,45.12,304.42,0.0,0.0
5.0,159.16,0.052,6.0,45.12,304.42,0.0,0.0
5.0,174.98,0.052,8.0,45.12,304.55,6.38,0.0
5.0,174.98,0.052,8.0,45.12,304.55,6.38,0.0
10.0,174.98,0.052,8.0,45.12,304.55,6.38,0.0
10.0,174.98,0.052,8.0,45.12,304.55,6.38,0.0
10.0,174.98,0.052,6.0,45.12,304.55,4.17,0.0
10.0,174.98,0.052,6.0,45.12,304.55,4.17,0.0
5.0,174.98,0.052,5.0,45.12,304.55,0.0,0.0
5.0,174.98,0.052,5.0,45.12,304.55,0.0,0.0
10.0,174.98,0.052,5.0,45.12,304.55,0.0,0.0
10.0,174.98,0.052,5.0,45.12,304.55,0.0,0.0
5.0,174.98,0.052,6.0,45.12,304.55,4.17,0.0
5.0,174.98,0.052,6.0,45.12,304.55,4.17,0.0
5.0,76.8,0.052,7.0,45.12,304.55,0.28,0.0
5.0,76.8,0.052,7.0,45.12,304.55,0.28,0.0
10.0,76.8,0.052,7.0,45.12,304.55,0.28,0.0
10.0,76.8,0.052,7.0,45.12,304.55,0.28,0.0
5.0,76.8,0.052,6.0,45.12,304.55,0.0,0.0
5.0,76.8,0.052,6.0,45.12,304.55,0.0,0.0
5.0,76.8,0.052,6.0,45.12,304.55,6.91,0.0
5.0,76.8,0.052,6.0,45.12,304.55,6.91,0.0
10.0,76.8,0.052,6.0,45.12,304.55,6.91,0.0
10.0,76.8,0.052,6.0,45.12,304.55,6.91,0.0
10.0,76.8,0.052,6.0,45.12,304.55,0.0,0.0
10.0,76.8,0.052,6.0,45.12,304.55,0.0,0.0
5.0,76.8,0.052,4.0,45.12,304.55,0.0,0.0
5.0,76.8,0.052,4.0,45.12,304.55,0.0,0.0
10.0,76.8,0.052,4.0,45.12,304.55,0.0,0.0
10.0,76.8,0.052,4.0,45.12,304.55,0.0,0.0
12.0,1735.0,0.047,6.0,46.25,304.19,0.0,0.0
12.0,1735.0,0.047,6.0,46.25,304.19,0.0,0.0
12.0,1334.57,0.0581,5.0,57.97,304.85,9.08,0.0
12.0,1334.57,0.0581,5.0,57.97,304.85,9.08,0.0
10.0,1078.31,0.0581,4.0,57.97,304.85,0.0,0.0
10.0,1078.31,0.0581,4.0,57.97,304.85,0.0,0.0
11.0,1078.31,0.0581,6.0,57.97,304.85,9.12,0.0
11.0,1078.31,0.0581,6.0,57.97,304.85,9.12,0.0
13.0,1078.31,0.0581,8.0,57.97,304.85,4.76,0.0
13.0,1078.31,0.0581,8.0,57.97,304.85,4.76,0.0
11.0,1078.31,0.0581,2.0,57.97,304.85,7.3,0.0
11.0,1078.31,0.0581,2.0,57.97,304.85,7.3,0.0
5.0,397.14,0.0472,7.0,57.97,303.6,0.0,0.0
5.0,397.14,0.0472,7.0,57.97,303.6,0.0,0.0
10.0,2701.68,0.0523,8.0,57.97,304.85,4.16,0.0
10.0,2701.68,0.0523,8.0,57.97,304.85,4.16,0.0
1.0,148.9,0.0517,4.0,53.26,304.01,0.0,0.0
1.0,148.9,0.0517,4.0,53.26,304.01,0.0,0.0
1.5,387.9,0.0664,6.0,53.26,303.5,0.0,0.0
1.5,387.9,0.0664,6.0,53.26,303.5,0.0,0.0
5.0,1245.15,0.0664,7.0,53.26,303.5,0.0,0.0
5.0,1245.15,0.0664,7.0,53.26,303.5,0.0,0.0
10.0,1245.15,0.0664,7.0,53.26,303.5,0.0,0.0
10.0,1245.15,0.0664,7.0,53.26,303.5,0.0,0.0
15.0,542.22,0.0345,6.0,55.68,303.75,7.68,0.0
15.0,542.22,0.0345,6.0,55.68,303.75,7.68,0.0
15.0,542.22,0.0345,5.0,55.68,303.75,5.28,0.0
15.0,542.22,0.0345,5.0,55.68,303.75,5.28,0.0
6.0,526.74,0.0361,5.0,58.13,303.94,3.65,0.0
6.0,526.74,0.0361,5.0,58.13,303.94,3.65,0.0
15.0,526.74,0.0361,5.0,58.13,303.94,10.12,0.0
15.0,526.74,0.0361,5.0,58.13,303.94,10.12,0.0
11.0,526.74,0.0361,5.0,58.13,303.94,3.65,0.0
11.0,526.74,0.0361,5.0,58.13,303.94,3.65,0.0
11.0,526.74,0.0361,8.0,58.13,303.94,3.04,0.0
11.0,526.74,0.0361,8.0,58.13,303.94,3.04,0.0
15.0,526.74,0.0361,8.0,58.13,303.94,3.04,0.0
15.0,526.74,0.0361,8.0,58.13,303.94,3.04,0.0
7.0,526.74,0.0361,5.0,58.13,303.94,10.12,0.0
7.0,526.74,0.0361,5.0,58.13,303.94,10.12,0.0
1.0,4512.69,0.0801,7.0,53.71,304.08,0.0,0.0
1.0,4512.69,0.0801,7.0,53.71,304.08,0.0,0.0
8.0,90.22,0.0361,8.0,58.13,303.94,3.04,0.0
8.0,90.22,0.0361,8.0,58.13,303.94,3.04,0.0
14.0,90.22,0.0361,5.0,58.13,303.94,3.65,0.0
14.0,90.22,0.0361,5.0,58.13,303.94,3.65,0.0
6.0,90.22,0.0361,5.0,58.13,303.94,3.65,0.0
6.0,90.22,0.0361,5.0,58.13,303.94,3.65,0.0
8.0,90.22,0.0361,5.0,58.13,303.94,10.12,0.0
8.0,90.22,0.0361,5.0,58.13,303.94,10.12,0.0
15.0,90.22,0.0361,5.0,58.13,303.94,10.12,0.0
15.0,90.22,0.0361,5.0,58.13,303.94,10.12,0.0
5.0,3721.58,0.0544,5.0,53.71,303.45,0.0,0.0
5.0,3721.58,0.0544,5.0,53.71,303.45,0.0,0.0
5.0,3721.58,0.0544,8.0,53.71,303.45,1.33,0.0
5.0,3721.58,0.0544,8.0,53.71,303.45,1.33,0.0
1.5,623.31,0.1284,6.0,55.64,304.14,1.43,0.0
1.5,623.31,0.1284,6.0,55.64,304.14,1.43,0.0
7.5,632.98,0.1284,7.0,55.64,304.14,1.06,0.0
7.5,632.98,0.1284,7.0,55.64,304.14,1.06,0.0
10.0,3630.07,0.0411,8.0,56.31,304.61,1.02,0.0
10.0,3630.07,0.0411,8.0,56.31,304.61,1.02,0.0
10.0,2763.86,0.0411,8.0,56.31,304.61,1.02,0.0
10.0,2763.86,0.0411,8.0,56.31,304.61,1.02,0.0
5.0,627.07,0.0656,4.0,53.53,304.32,0.0,0.0
5.0,627.07,0.0656,4.0,53.53,304.32,0.0,0.0
13.0,942.45,0.0656,5.0,53.53,304.54,0.0,0.0
13.0,942.45,0.0656,5.0,53.53,304.54,0.0,0.0
13.0,986.95,0.0656,5.0,53.53,304.54,0.0,0.0
13.0,986.95,0.0656,5.0,53.53,304.54,0.0,0.0
13.0,689.01,0.0656,5.0,53.53,304.32,0.0,0.0
13.0,689.01,0.0656,5.0,53.53,304.32,0.0,0.0
12.0,955.18,0.0656,6.0,53.53,304.54,0.0,0.0
12.0,955.18,0.0656,6.0,53.53,304.54,0.0,0.0
4.0,4436.21,0.0605,6.0,50.73,304.48,0.0,0.0
4.0,4436.21,0.0605,6.0,50.73,304.48,0.0,0.0
12.5,1745.04,0.0605,6.0,50.73,304.5,0.0,0.0
12.5,1745.04,0.0605,6.0,50.73,304.5,0.0,0.0
4.5,1745.04,0.0605,6.0,50.73,304.5,0.0,0.0
4.5,1745.04,0.0605,6.0,50.73,304.5,0.0,0.0
12.0,1511.78,0.0605,3.0,50.73,304.5,1.47,0.0
12.0,1511.78,0.0605,3.0,50.73,304.5,1.47,0.0
4.0,1511.78,0.0605,7.0,50.73,304.5,0.0,0.0
4.0,1511.78,0.0605,7.0,50.73,304.5,0.0,0.0
7.0,383.93,0.1242,5.0,50.73,304.39,0.0,0.0
7.0,383.93,0.1242,5.0,50.73,304.39,0.0,0.0
1.0,759.07,0.0666,3.0,53.2,304.47,0.0,0.0
1.0,759.07,0.0666,3.0,53.2,304.47,0.0,0.0
3.0,759.07,0.0666,3.0,53.2,304.47,0.0,0.0
3.0,759.07,0.0666,3.0,53.2,304.47,0.0,0.0
6.0,172.39,0.0666,8.0,53.2,304.47,2.91,0.0
6.0,172.39,0.0666,8.0,53.2,304.47,2.91,0.0
6.0,172.39,0.0666,3.0,53.2,304.47,0.0,0.0
6.0,172.39,0.0666,3.0,53.2,304.47,0.0,0.0
3.0,976.44,0.048,7.0,40.58,304.66,1.74,0.0
3.0,976.44,0.048,7.0,40.58,304.66,1.74,0.0
3.0,834.76,0.048,3.0,40.58,304.66,0.0,0.0
3.0,834.76,0.048,3.0,40.58,304.66,0.0,0.0
3.0,160.01,0.0752,5.0,40.58,304.95,0.0,0.0
3.0,160.01,0.0752,5.0,40.58,304.95,0.0,0.0
3.0,232.15,0.0752,5.0,40.58,304.66,1.74,0.0
3.0,232.15,0.0752,5.0,40.58,304.66,1.74,0.0
3.0,117.4,0.0752,5.0,40.58,304.66,0.0,0.0
3.0,117.4,0.0752,5.0,40.58,304.66,0.0,0.0
4.0,192.44,0.0752,5.0,40.58,304.66,1.74,0.0
4.0,192.44,0.0752,5.0,40.58,304.66,1.74,0.0
3.0,214.34,0.0752,5.0,40.58,304.95,0.0,0.0
3.0,214.34,0.0752,5.0,40.58,304.95,0.0,0.0
3.0,80.78,0.0752,5.0,40.58,304.95,0.0,0.0
3.0,80.78,0.0752,5.0,40.58,304.95,0.0,0.0
4.0,139.02,0.0752,8.0,40.58,304.66,1.74,0.0
4.0,139.02,0.0752,8.0,40.58,304.66,1.74,0.0
4.0,157.56,0.0752,7.0,40.58,304.66,0.0,0.0
4.0,157.56,0.0752,7.0,40.58,304.66,0.0,0.0
4.0,298.66,0.0653,5.0,46.91,304.95,3.35,0.0
4.0,298.66,0.0653,5.0,46.91,304.95,3.35,0.0
4.0,154.12,0.0752,5.0,40.58,304.95,0.0,0.0
4.0,154.12,0.0752,5.0,40.58,304.95,0.0,0.0
7.0,154.12,0.0752,5.0,40.58,304.95,3.35,0.0
7.0,154.12,0.0752,5.0,40.58,304.95,3.35,0.0
5.0,79.08,0.0752,8.0,40.58,304.66,1.77,0.0
5.0,79.08,0.0752,8.0,40.58,304.66,1.77,0.0
9.0,79.08,0.0752,5.0,40.58,304.66,0.0,0.0
9.0,79.08,0.0752,5.0,40.58,304.66,0.0,0.0
3.0,319.05,0.0752,5.0,40.58,304.95,0.0,0.0
3.0,319.05,0.0752,5.0,40.58,304.95,0.0,0.0
6.0,387.88,0.0653,5.0,46.91,304.95,0.0,0.0
6.0,387.88,0.0653,5.0,46.91,304.95,0.0,0.0
5.0,181.47,0.0752,6.0,40.58,304.66,0.0,0.0
5.0,181.47,0.0752,6.0,40.58,304.66,0.0,0.0
5.0,98.87,0.0752,8.0,40.58,304.66,1.74,0.0
5.0,98.87,0.0752,8.0,40.58,304.66,1.74,0.0
3.0,1428.08,0.048,9.0,40.58,304.66,0.0,0.0
3.0,1428.08,0.048,9.0,40.58,304.66,0.0,0.0
7.0,227.27,0.0567,5.0,46.91,304.76,4.83,0.0
7.0,227.27,0.0567,5.0,46.91,304.76,4.83,0.0
5.0,129.98,0.0752,5.0,40.58,304.95,0.0,0.0
5.0,129.98,0.0752,5.0,40.58,304.95,0.0,0.0
4.4,129.98,0.0752,6.0,40.58,304.95,0.0,0.0
4.4,129.98,0.0752,6.0,40.58,304.95,0.0,0.0
5.0,146.15,0.0604,5.0,46.91,304.75,0.0,0.0
5.0,146.15,0.0604,5.0,46.91,304.75,0.0,0.0
2.8,187.77,0.0561,5.0,46.91,304.75,0.0,0.0
2.8,187.77,0.0561,5.0,46.91,304.75,0.0,0.0
8.0,4845.92,0.0547,7.0,46.91,305.05,0.0,0.0
8.0,4845.92,0.0547,7.0,46.91,305.05,0.0,0.0
8.0,2069.04,0.0453,7.0,40.58,305.04,0.0,0.0
8.0,2069.04,0.0453,7.0,40.58,305.04,0.0,0.0
8.0,2069.04,0.0453,9.0,40.58,305.04,0.0,0.0
8.0,2069.04,0.0453,9.0,40.58,305.04,0.0,0.0
17.5,653.56,0.0293,7.0,67.89,304.89,7.07,0.0
17.5,653.56,0.0293,7.0,67.89,304.89,7.07,0.0
10.0,824.04,0.0498,6.0,40.58,305.04,1.05,0.0
10.0,824.04,0.0498,6.0,40.58,305.04,1.05,0.0
8.0,1510.42,0.0464,5.0,44.72,304.94,0.0,0.0
8.0,1510.42,0.0464,5.0,44.72,304.94,0.0,0.0
15.0,1510.42,0.0464,5.0,44.72,304.94,0.0,0.0
15.0,1510.42,0.0464,5.0,44.72,304.94,0.0,0.0
10.5,1518.13,0.0464,5.0,44.72,304.94,0.0,0.0
10.5,1518.13,0.0464,5.0,44.72,304.94,0.0,0.0
3.5,1518.13,0.0464,5.0,44.72,304.94,0.0,0.0
3.5,1518.13,0.0464,5.0,44.72,304.94,0.0,0.0
5.0,566.17,0.0496,9.0,44.72,304.89,0.0,0.0
5.0,566.17,0.0496,9.0,44.72,304.89,0.0,0.0
12.0,566.17,0.0496,9.0,44.72,304.89,0.0,0.0
12.0,566.17,0.0496,9.0,44.72,304.89,0.0,0.0
3.0,3569.93,0.0789,5.0,19.86,305.17,3.23,0.0
3.0,3569.93,0.0789,5.0,19.86,305.17,3.23,0.0
4.0,5872.71,0.0457,8.0,33.27,304.38,0.0,0.0
4.0,5872.71,0.0457,8.0,33.27,304.38,0.0,0.0
9.0,4866.28,0.052,4.0,32.51,304.55,6.76,0.0
9.0,4866.28,0.052,4.0,32.51,304.55,6.76,0.0
4.0,4866.28,0.052,6.0,32.51,304.55,3.51,0.0
4.0,4866.28,0.052,6.0,32.51,304.55,3.51,0.0
7.0,4866.28,0.052,5.0,32.51,304.55,16.12,0.0
7.0,4866.28,0.052,5.0,32.51,304.55,16.12,0.0
11.0,244.57,0.0453,9.0,60.74,304.85,0.0,0.0
11.0,244.57,0.0453,9.0,60.74,304.85,0.0,0.0
6.0,244.57,0.0453,9.0,60.74,304.85,0.0,0.0
6.0,244.57,0.0453,9.0,60.74,304.85,0.0,0.0
12.0,1315.25,0.04,7.0,60.74,304.85,0.0,0.0
12.0,1315.25,0.04,7.0,60.74,304.85,0.0,0.0
9.0,417.16,0.0453,6.0,60.74,304.85,0.0,0.0
9.0,417.16,0.0453,6.0,60.74,304.85,0.0,0.0
9.3,23456.09,0.0463,3.0,39.09,304.19,4.56,0.0
9.3,23456.09,0.0463,3.0,39.09,304.19,4.56,0.0
9.3,23456.09,0.0463,4.0,39.09,304.19,4.41,0.0
9.3,23456.09,0.0463,4.0,39.09,304.19,4.41,0.0
11.8,23456.09,0.0463,8.0,39.09,304.19,0.0,0.0
11.8,23456.09,0.0463,8.0,39.09,304.19,0.0,0.0
9.3,23456.09,0.0463,4.0,39.09,304.19,8.21,0.0
9.3,23456.09,0.0463,4.0,39.09,304.19,8.21,0.0
7.0,23456.09,0.0463,5.0,39.09,304.19,14.19,0.0
7.0,23456.09,0.0463,5.0,39.09,304.19,14.19,0.0
7.0,23456.09,0.0463,5.0,39.09,304.19,11.82,0.0
7.0,23456.09,0.0463,5.0,39.09,304.19,11.82,0.0
11.8,28641.39,0.055,8.0,38.73,304.35,0.0,0.0
11.8,28641.39,0.055,8.0,38.73,304.35,0.0,0.0
10.5,28641.39,0.055,3.0,38.73,304.35,4.11,0.0
10.5,28641.39,0.055,3.0,38.73,304.35,4.11,0.0
9.3,28641.39,0.055,4.0,38.73,304.35,9.95,0.0
9.3,28641.39,0.055,4.0,38.73,304.35,9.95,0.0
10.3,28641.39,0.055,8.0,38.73,304.35,5.74,0.0
10.3,28641.39,0.055,8.0,38.73,304.35,5.74,0.0
12.0,28641.39,0.055,5.0,38.73,304.35,14.19,0.0
12.0,28641.39,0.055,5.0,38.73,304.35,14.19,0.0
12.0,28641.39,0.055,5.0,38.73,304.35,11.54,0.0
12.0,28641.39,0.055,5.0,38.73,304.35,11.54,0.0
5.0,451.96,0.0715,6.0,42.91,304.5,0.0,0.0
5.0,451.96,0.0715,6.0,42.91,304.5,0.0,0.0
5.0,125.11,0.0715,4.0,42.91,304.5,0.0,0.0
5.0,125.11,0.0715,4.0,42.91,304.5,0.0,0.0
5.0,104.85,0.0864,6.0,42.91,304.5,0.0,0.0
5.0,104.85,0.0864,6.0,42.91,304.5,0.0,0.0
5.0,125.15,0.0864,6.0,42.91,304.41,0.0,0.0
5.0,125.15,0.0864,6.0,42.91,304.41,0.0,0.0
5.0,137.29,0.0864,6.0,42.91,304.41,0.0,0.0
5.0,137.29,0.0864,6.0,42.91,304.41,0.0,0.0
6.0,23420.47,0.0523,8.0,40.66,303.89,0.0,0.0
6.0,23420.47,0.0523,8.0,40.66,303.89,0.0,0.0
5.5,23420.47,0.0523,5.0,40.66,303.89,1.15,0.0
5.5,23420.47,0.0523,5.0,40.66,303.89,1.15,0.0
5.5,23420.47,0.0523,4.0,40.66,303.89,6.12,0.0
5.5,23420.47,0.0523,4.0,40.66,303.89,6.12,0.0
10.0,23692.53,0.0523,4.0,40.66,303.89,6.12,0.0
10.0,23692.53,0.0523,4.0,40.66,303.89,6.12,0.0
10.0,23692.53,0.0523,4.0,40.66,303.89,1.08,0.0
10.0,23692.53,0.0523,4.0,40.66,303.89,1.08,0.0
15.0,23692.53,0.0523,7.0,40.66,303.89,8.34,0.0
15.0,23692.53,0.0523,7.0,40.66,303.89,8.34,0.0
5.0,23692.53,0.0523,7.0,40.66,303.89,8.34,0.0
5.0,23692.53,0.0523,7.0,40.66,303.89,8.34,0.0
10.0,23692.53,0.0523,6.0,40.66,303.89,1.32,0.0
10.0,23692.53,0.0523,6.0,40.66,303.89,1.32,0.0
9.0,23692.53,0.0523,8.0,40.66,303.89,0.0,0.0
9.0,23692.53,0.0523,8.0,40.66,303.89,0.0,0.0
10.0,23692.53,0.0523,3.0,40.66,303.89,3.89,0.0
10.0,23692.53,0.0523,3.0,40.66,303.89,3.89,0.0
12.0,23706.45,0.0523,3.0,40.66,303.89,3.89,0.0
12.0,23706.45,0.0523,3.0,40.66,303.89,3.89,0.0
5.0,52.05,0.0864,6.0,42.91,304.41,0.0,0.0
5.0,52.05,0.0864,6.0,42.91,304.41,0.0,0.0
5.0,305.8,0.0293,5.0,51.75,305.07,7.08,0.0
5.0,305.8,0.0293,5.0,51.75,305.07,7.08,0.0
10.0,823.24,0.0293,5.0,51.75,305.07,7.08,0.0
10.0,823.24,0.0293,5.0,51.75,305.07,7.08,0.0
6.0,33885.27,0.0368,5.0,39.1,304.14,0.0,0.0
6.0,33885.27,0.0368,5.0,39.1,304.14,0.0,0.0
3.0,8883.95,0.0335,4.0,49.97,305.84,3.66,0.0
3.0,8883.95,0.0335,4.0,49.97,305.84,3.66,0.0
16.0,22917.09,0.0565,5.0,39.99,304.1,13.18,0.0
16.0,22917.09,0.0565,5.0,39.99,304.1,13.18,0.0
17.0,22917.09,0.0565,5.0,39.99,304.1,8.92,0.0
17.0,22917.09,0.0565,5.0,39.99,304.1,8.92,0.0
4.0,23481.22,0.0565,5.0,39.99,304.94,9.57,0.0
4.0,23481.22,0.0565,5.0,39.99,304.94,9.57,0.0
5.0,23481.22,0.0565,5.0,39.99,304.94,9.05,0.0
5.0,23481.22,0.0565,5.0,39.99,304.94,9.05,0.0
18.5,23481.22,0.0565,4.0,39.99,304.94,7.02,0.0
18.5,23481.22,0.0565,4.0,39.99,304.94,7.02,0.0
17.0,23481.22,0.0565,5.0,39.99,304.94,0.0,0.0
17.0,23481.22,0.0565,5.0,39.99,304.94,0.0,0.0
17.0,23481.22,0.0565,6.0,39.99,304.94,2.59,0.0
17.0,23481.22,0.0565,6.0,39.99,304.94,2.59,0.0
16.0,3028.11,0.0561,9.0,38.54,304.38,0.0,0.0
16.0,3028.11,0.0561,9.0,38.54,304.38,0.0,0.0
18.0,3028.11,0.0561,7.0,38.54,304.38,5.27,0.0
18.0,3028.11,0.0561,7.0,38.54,304.38,5.27,0.0
16.0,3028.11,0.0561,5.0,38.54,304.38,15.22,0.0
16.0,3028.11,0.0561,5.0,38.54,304.38,15.22,0.0
4.0,3225.32,0.0561,5.0,38.54,304.38,9.11,0.0
4.0,3225.32,0.0561,5.0,38.54,304.38,9.11,0.0
5.0,3225.32,0.0561,5.0,38.54,304.38,15.34,0.0
5.0,3225.32,0.0561,5.0,38.54,304.38,15.34,0.0
4.0,3300.33,0.0561,7.0,38.54,304.38,3.56,0.0
4.0,3300.33,0.0561,7.0,38.54,304.38,3.56,0.0
4.0,3300.33,0.0561,9.0,38.54,304.38,0.0,0.0
4.0,3300.33,0.0561,9.0,38.54,304.38,0.0,0.0
4.0,3300.33,0.0561,8.0,38.54,304.38,0.0,0.0
4.0,3300.33,0.0561,8.0,38.54,304.38,0.0,0.0
4.5,822.49,0.0592,4.0,47.6,304.67,0.0,0.0
4.5,822.49,0.0592,4.0,47.6,304.67,0.0,0.0
10.0,1049.39,0.0444,4.0,47.6,305.33,2.46,0.0
10.0,1049.39,0.0444,4.0,47.6,305.33,2.46,0.0
10.0,1049.39,0.0444,7.0,47.6,305.33,2.41,0.0
10.0,1049.39,0.0444,7.0,47.6,305.33,2.41,0.0
6.5,170.45,0.0469,7.0,47.6,304.54,0.0,0.0
6.5,170.45,0.0469,7.0,47.6,304.54,0.0,0.0
5.5,148.01,0.0422,8.0,47.31,304.54,2.19,0.0
5.5,148.01,0.0422,8.0,47.31,304.54,2.19,0.0
5.0,1329.98,0.0422,8.0,47.31,304.27,2.52,0.0
5.0,1329.98,0.0422,8.0,47.31,304.27,2.52,0.0
5.0,1329.98,0.0422,4.0,47.31,304.27,1.18,0.0
5.0,1329.98,0.0422,4.0,47.31,304.27,1.18,0.0
5.0,1329.98,0.0422,7.0,47.31,304.27,4.38,0.0
5.0,1329.98,0.0422,7.0,47.31,304.27,4.38,0.0
5.0,1329.98,0.0422,3.0,47.31,304.27,7.56,0.0
5.0,1329.98,0.0422,3.0,47.31,304.27,7.56,0.0
6.0,1329.98,0.0422,6.0,47.31,304.27,2.45,0.0
6.0,1329.98,0.0422,6.0,47.31,304.27,2.45,0.0
5.0,2087.69,0.256,4.0,41.4,305.14,0.0,0.0
5.0,2087.69,0.256,4.0,41.4,305.14,0.0,0.0
2.0,4734.95,0.0367,4.0,46.25,304.32,1.05,0.0
2.0,4734.95,0.0367,4.0,46.25,304.32,1.05,0.0
10.0,4633.57,0.055,3.0,41.4,305.14,7.08,0.0
10.0,4633.57,0.055,3.0,41.4,305.14,7.08,0.0
11.5,4633.57,0.055,8.0,41.4,305.14,0.0,0.0
11.5,4633.57,0.055,8.0,41.4,305.14,0.0,0.0
6.0,4633.57,0.055,5.0,41.4,305.14,0.0,0.0
6.0,4633.57,0.055,5.0,41.4,305.14,0.0,0.0
10.0,4633.57,0.055,7.0,41.4,305.14,7.73,0.0
10.0,4633.57,0.055,7.0,41.4,305.14,7.73,0.0
17.7,4633.57,0.055,7.0,41.4,305.14,7.73,0.0
17.7,4633.57,0.055,7.0,41.4,305.14,7.73,0.0
17.0,4633.57,0.055,11.0,41.4,305.14,5.99,0.0
17.0,4633.57,0.055,11.0,41.4,305.14,5.99,0.0
6.0,4633.57,0.055,8.0,41.4,305.14,0.0,0.0
6.0,4633.57,0.055,8.0,41.4,305.14,0.0,0.0
9.0,4633.57,0.055,6.0,41.4,305.14,2.64,0.0
9.0,4633.57,0.055,6.0,41.4,305.14,2.64,0.0
5.0,125.49,0.0434,5.0,58.65,304.27,1.8,0.0
5.0,125.49,0.0434,5.0,58.65,304.27,1.8,0.0
5.0,125.49,0.0434,5.0,58.65,304.27,3.08,0.0
